Vehicle,Time
Vehicle0,13:27:16
Vehicle0,13:27:16
Vehicle0,13:27:16
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:17
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:18
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle0,13:27:19
Vehicle1,13:27:19
Vehicle0,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle0,13:27:20
Vehicle0,13:27:20
Vehicle1,13:27:20
Vehicle0,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:20
Vehicle1,13:27:21
Vehicle0,13:27:21
Vehicle1,13:27:21
Vehicle1,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle1,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:21
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:22
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:23
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle1,13:27:24
Vehicle1,13:27:24
Vehicle1,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:24
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle1,13:27:25
Vehicle2,13:27:25
Vehicle2,13:27:25
Vehicle1,13:27:26
Vehicle2,13:27:26
Vehicle2,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle1,13:27:26
Vehicle2,13:27:26
Vehicle0,13:27:26
Vehicle0,13:27:26
Vehicle0,13:27:26
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:27
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:28
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:29
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:30
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:31
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:32
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:33
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:34
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:35
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:36
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:37
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:38
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:39
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:40
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:41
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:42
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:43
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:44
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:45
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:46
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:47
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:48
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:49
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:50
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:51
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:52
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:53
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:54
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:55
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:56
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:57
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:58
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:27:59
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:00
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:01
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:02
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:03
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:04
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:05
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:06
Vehicle0,13:28:07
Vehicle0,13:28:07
Vehicle0,13:28:07
Vehicle0,13:28:07
Vehicle0,13:28:07
